BSAA,BSBA,BSCA,PYEA,BSFA,BSGA,PLHA,PRHA,PTHA,PFNA,PLNA,BSPA,BSSA,BSTA,PSTA,BSWA,PLBB,PRBB,PLCB,PRCB,PLFB,PRFB,PKAC,PACC,PMPC,PPRC,RCHD,PGID,TGID,POID,PUND,PHPD,PSPD,PRSD,PGHE,PUHE,PPOE,PBRE,PEYE,TRAF,PPBF,PBSH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PPRI,PINJ,PBAK,PTAK,PPBK,PRBK,PNEK,PFLK,PFMK,PTRK,PBTK,PTAL,PIBL,PHCL,PLEL,PREL,PLKL,PSPL,PLSL,PHLM,PSTM,PHAN,PJEN,PTEN,PLHN,PRHN,PLKN,PRKN,PLSO,PTHP,PIMP,PJMP,PTYP,PCAR,PSAR,PTAR,PLCR,PJER,PLKR,PKPR,PSPR,PLSR,PRTR,PSTR,POVR,PAWR,PLWR,PRWR,PPBS,PRBS,PDIS,PVIS,RELS,PRNS,PPOS,PPRS,PYRS,BSAT,BSBT,SPCT,BSCT,BSFT,PHGT,BSGT,PWGT,PHIT,BSPT,PKRT,BSST,BSTT,BSWT,PBCV,PMCV,PZCV,PFMV,PJMV,PPMV,PSMV,PESV,PBFW,PLHW,PLTW,PLSY,PSTY,sgmp,
6,10,7,0,10,6,3,3,49,Daddy,Dirtbag,5,10,10,52,0,0,0,2,2,1,1,50,54,0,53,2307,116,1,116,0,0,47,0,137,0,39,0,1,44,37,54,3,3,51,1,1,44,36,40,1,51,54,54,0,0,1,54,48,0,44,2,12,12,0,0,10,1,6,0,87,0,0,0,1,1,1,46,68,45,0,48,44,0,0,0,0,50,0,10,53,53,49,45,2,2,42,44,3,0,44,2,3,46,48,0,6,50,29,0,70,0,19,54,5,47,10,10,0,52,45,53,52,44,45,49,53,41,0,0,0,0,0,
6,10,7,1,10,6,3,3,47,Daddy,Dirtbag,5,10,10,50,0,1,1,2,2,2,2,50,50,0,47,3875,117,1,117,0,0,52,0,3,0,56,0,0,54,38,50,3,3,48,1,1,49,0,40,1,44,52,49,0,0,21,46,47,0,45,0,0,0,0,0,12,5,14,0,80,0,0,0,1,1,1,50,68,44,0,53,54,0,0,0,0,44,0,12,52,49,50,47,11,11,40,51,3,0,54,1,3,52,54,0,6,50,29,0,76,0,45,54,5,48,10,10,0,51,54,51,49,47,52,44,52,44,0,0,0,0,0,
6,10,7,0,10,6,16,16,49,Daddy,Dirtbag,5,10,10,45,0,0,0,0,0,3,3,53,49,0,47,5517,118,1,118,0,0,48,0,2,0,38,0,0,47,70,53,3,3,52,2,2,49,6,40,0,54,54,51,8,0,33,44,53,0,49,2,11,11,0,0,0,5,0,0,86,1,0,0,2,2,1,46,76,53,0,47,46,0,0,1,0,45,0,0,44,44,49,53,10,10,65,75,4,0,46,1,4,45,44,0,6,49,29,0,76,0,65,51,5,49,10,10,0,49,47,46,48,53,47,47,54,70,0,0,0,0,0,
6,10,7,2,10,6,3,3,51,Daddy,Dirtbag,5,10,10,52,0,0,0,3,3,3,3,49,51,0,45,1215,119,1,119,0,0,46,2,67,0,71,0,0,47,45,52,3,3,46,1,1,46,6,40,0,50,54,48,0,0,45,47,54,0,45,2,12,12,0,0,10,6,38,0,27,0,0,0,1,1,1,50,70,53,0,48,45,0,0,0,0,54,0,10,53,53,49,53,3,3,46,42,4,0,50,1,3,54,50,0,6,47,29,0,69,0,15,47,5,44,10,10,0,49,44,51,53,45,45,44,47,45,0,0,0,0,0,
6,10,7,0,10,6,3,3,53,Daddy,Dirtbag,5,10,10,50,0,2,2,3,3,1,1,45,46,0,48,533,120,1,120,0,0,47,0,99,0,37,0,1,47,42,46,3,3,50,1,1,47,11,40,1,53,52,45,0,0,33,49,47,0,48,0,0,0,0,0,11,5,9,0,6,1,0,0,1,1,1,50,68,45,0,47,52,0,0,0,0,53,0,11,54,50,49,45,1,1,40,44,2,0,50,1,3,49,54,0,6,44,29,0,70,0,0,51,5,47,10,10,0,50,54,46,48,49,52,54,53,45,0,0,0,0,0,
6,10,7,0,10,6,3,3,49,Daddy,Dirtbag,5,10,10,52,0,0,0,1,1,1,1,45,53,0,44,5384,121,1,121,0,0,50,0,47,0,36,0,0,49,46,48,3,3,48,1,1,45,6,40,1,53,50,47,0,0,9,46,52,0,48,2,15,15,0,0,10,3,41,0,84,0,0,0,1,1,1,52,68,46,0,49,45,0,0,0,0,49,0,10,50,47,49,52,2,2,56,47,3,0,47,1,3,46,53,0,6,49,29,0,75,0,55,46,5,45,10,10,0,51,47,53,52,47,51,50,50,48,0,0,0,0,0,
5,10,2,1,7,8,3,3,45,Daddy,Dirtbag,10,4,0,52,0,0,0,3,3,0,0,49,50,0,50,1307,122,1,122,0,0,54,0,2,0,51,0,1,44,35,50,3,3,52,2,2,47,7,40,1,49,50,49,0,0,5,46,50,0,47,0,9,9,0,0,0,1,27,0,6,2,0,0,2,2,1,49,82,49,0,50,49,0,0,1,0,47,0,0,47,49,49,51,11,11,35,38,3,0,51,3,14,49,46,5,26,48,10,11,72,9,55,52,8,52,4,10,0,44,44,49,49,46,44,51,52,38,0,1,0,0,0,
10,2,6,0,4,7,3,3,46,Daddy,Dirtbag,7,10,6,53,0,0,0,2,2,0,0,45,45,0,48,1238,123,1,123,0,0,49,0,161,0,53,0,1,46,30,50,3,3,47,2,2,45,0,40,1,51,45,50,0,0,9,44,54,0,46,3,15,15,0,0,6,3,47,0,50,0,0,0,2,2,1,50,65,54,0,47,54,0,0,0,0,53,0,6,49,44,49,50,2,2,26,37,5,0,49,3,15,50,53,5,20,48,0,5,75,0,63,50,10,44,10,5,0,50,45,54,46,44,53,49,45,21,0,1,0,0,0,
10,10,0,3,3,9,18,18,48,Daddy,Dirtbag,6,10,7,44,0,0,0,0,0,0,0,53,54,0,53,3390,124,1,124,0,0,51,0,66,0,77,0,1,46,63,52,4,4,44,2,2,47,7,40,0,51,51,46,0,0,13,51,54,0,50,2,9,9,1,0,0,3,33,0,65,2,0,0,2,2,1,48,70,54,0,50,47,0,0,0,1,49,0,0,53,46,49,46,16,16,78,67,6,0,50,5,7,46,52,24,15,48,20,20,72,15,90,53,0,50,15,14,0,53,47,44,49,49,46,51,54,64,0,0,0,0,0,
6,10,7,1,10,6,3,3,45,Daddy,Dirtbag,10,10,10,52,0,0,0,2,2,0,0,46,44,0,52,1184,125,1,125,0,0,50,0,160,0,54,0,1,49,41,54,3,3,47,1,1,48,13,40,1,52,52,48,0,0,26,44,48,0,48,2,0,0,0,0,8,4,52,0,13,1,0,0,1,1,1,49,74,52,0,51,44,0,0,0,0,44,0,8,48,54,49,51,2,2,41,39,1,0,53,1,17,54,53,0,6,53,29,0,70,0,20,51,5,50,10,10,0,52,47,49,46,46,53,50,45,45,0,0,0,0,0,
4,2,8,0,0,3,20,20,48,Daddy,Dirtbag,4,3,2,54,0,0,0,0,0,0,0,45,50,0,49,10910,126,1,126,0,0,52,0,30,0,41,0,0,44,73,52,4,4,52,2,2,52,22,40,0,53,49,45,0,0,34,48,49,0,49,3,0,0,1,0,0,5,31,0,73,2,0,0,2,2,1,48,70,50,0,44,52,0,0,0,1,52,0,0,46,49,49,48,3,3,69,66,3,0,52,5,9,46,48,21,21,45,8,20,76,16,105,46,0,54,10,16,0,49,47,50,44,45,51,51,48,73,0,0,0,0,0,
6,10,7,2,10,6,0,0,47,Daddy,Dirtbag,5,10,10,49,0,0,0,0,0,1,1,53,53,0,48,2395,127,1,127,0,0,44,0,66,0,68,0,1,52,64,45,3,3,48,2,2,45,2,40,1,44,48,45,0,0,44,49,50,0,53,3,8,8,0,0,11,6,0,0,85,1,0,0,1,1,1,44,82,52,0,52,45,0,0,0,0,47,0,11,46,52,49,44,6,6,71,67,4,0,54,1,4,44,48,0,6,54,29,0,78,0,75,48,5,53,10,10,0,54,52,50,48,44,45,47,52,67,0,0,0,0,0,
10,10,0,3,3,9,16,16,44,Daddy,Dirtbag,6,10,7,54,0,0,0,0,0,0,0,50,44,0,44,8990,128,1,128,0,0,46,0,31,0,50,0,0,48,73,47,4,4,53,2,2,52,16,40,0,54,50,46,0,0,37,50,50,0,44,2,3,3,1,0,0,3,25,0,62,1,0,0,2,2,1,53,40,48,0,48,47,0,0,0,1,46,0,0,49,54,48,47,1,1,75,78,4,0,44,5,6,51,48,24,15,44,20,20,73,15,75,53,0,51,15,14,0,54,48,49,44,47,46,49,47,69,0,0,0,0,0,
6,10,7,2,10,6,3,3,49,Daddy,Dirtbag,5,10,10,53,0,0,0,1,1,2,2,45,49,0,54,10776,129,1,129,0,0,54,0,68,0,56,0,1,48,50,45,3,3,52,1,1,49,14,40,0,48,52,54,0,0,36,48,51,0,48,0,0,0,0,0,7,3,19,0,14,1,0,0,1,1,1,46,80,54,0,53,54,0,0,0,0,52,0,7,49,49,50,53,0,0,46,47,6,0,48,2,3,51,52,0,6,52,29,0,70,0,15,45,5,46,10,10,0,52,52,50,54,51,48,45,48,50,0,0,0,0,0,
6,10,7,1,10,6,3,3,44,Daddy,Dirtbag,5,10,10,50,0,2,2,2,2,1,1,44,54,0,47,10969,130,1,130,0,0,46,2,79,0,35,0,0,49,33,48,3,3,44,1,1,44,0,40,0,44,46,46,0,0,46,46,47,0,47,0,0,0,0,0,0,6,33,0,81,2,0,0,1,1,1,51,96,46,0,47,46,0,0,1,0,48,0,0,52,48,48,45,1,1,32,22,3,0,45,3,3,53,45,0,6,46,29,0,72,0,20,50,5,51,10,10,0,48,50,44,44,47,53,50,50,29,0,1,0,0,0,
6,10,7,0,10,6,3,3,50,Daddy,Dirtbag,5,10,10,45,0,0,0,2,2,1,1,49,46,0,54,5646,131,1,131,0,0,47,2,136,0,52,0,0,47,50,48,3,3,48,1,1,44,0,40,1,47,51,50,0,0,7,51,52,0,52,0,15,15,0,0,0,3,11,0,82,0,0,0,1,1,1,48,40,44,0,46,49,0,0,1,0,48,0,0,48,44,48,47,10,10,69,51,3,1,46,2,3,48,46,0,6,47,29,0,76,0,60,45,5,53,10,10,0,47,49,46,51,53,49,53,46,51,0,1,0,0,0,
6,10,7,2,10,6,3,3,51,Daddy,Dirtbag,10,10,10,49,0,2,2,3,3,0,0,54,46,0,53,11798,132,1,132,0,0,51,0,167,0,55,0,1,45,35,52,3,3,53,1,1,53,13,40,0,48,50,51,0,0,9,45,47,0,49,0,0,0,0,0,10,3,31,0,17,0,0,0,1,1,1,53,48,47,0,48,54,0,0,0,0,50,0,10,44,44,49,47,3,3,39,22,0,1,48,2,17,54,48,0,6,54,29,0,71,0,25,44,5,48,10,10,0,51,53,52,53,46,45,45,49,28,0,0,0,0,0,
6,10,7,1,10,6,3,3,50,Daddy,Dirtbag,5,10,10,53,0,0,0,0,0,0,0,54,50,0,51,5524,133,1,133,0,0,53,2,64,0,85,0,0,46,67,48,3,3,52,2,2,53,0,40,1,45,44,52,0,0,21,49,48,0,50,0,9,9,0,0,11,5,27,0,88,0,0,0,2,2,1,50,68,52,0,49,54,0,0,0,0,51,0,11,45,51,50,51,4,4,69,66,0,0,48,2,4,49,46,0,6,54,29,0,76,0,70,45,5,51,10,10,0,44,47,50,48,54,54,49,45,68,0,0,0,0,0,
4,2,8,0,0,3,13,13,44,Daddy,Dirtbag,4,3,2,53,0,0,0,0,0,0,0,45,54,0,48,8805,134,1,134,0,0,50,0,25,0,59,0,0,53,41,49,4,4,48,2,2,52,11,40,0,52,46,53,0,0,18,45,50,0,47,2,10,10,0,0,11,1,1,0,91,0,0,0,1,1,1,50,80,47,0,46,47,0,0,0,0,45,0,11,52,53,49,51,15,15,48,44,3,0,46,5,12,47,45,21,21,45,8,20,75,16,110,51,0,45,10,16,0,48,46,53,49,46,52,45,52,43,0,0,0,0,0,
6,10,7,2,10,6,3,3,51,Daddy,Dirtbag,10,10,10,44,0,0,0,1,1,0,0,50,53,0,48,8781,135,1,135,0,0,49,0,207,0,67,0,1,53,49,44,3,3,52,1,1,54,6,40,0,51,51,50,0,0,29,46,51,0,45,0,0,0,0,0,3,4,16,0,7,2,0,0,1,1,1,46,70,53,0,48,44,0,0,0,0,45,0,3,51,49,49,51,0,0,49,52,2,1,46,2,18,44,49,0,6,46,29,0,72,0,35,50,5,49,10,10,0,48,48,49,50,48,50,52,45,42,0,0,0,0,0,
10,10,0,1,3,9,19,19,51,Daddy,Dirtbag,6,10,7,47,0,1,1,0,0,0,0,48,51,0,46,2081,136,1,136,0,0,52,2,65,0,77,0,0,54,20,49,3,3,45,2,2,53,0,40,0,53,44,49,0,0,33,46,45,0,54,2,0,0,0,0,12,5,19,0,96,0,0,0,2,2,1,48,52,53,0,50,46,0,0,0,0,47,0,12,44,53,49,49,1,1,27,27,3,0,53,1,11,49,54,24,15,48,20,20,75,15,85,53,0,50,15,14,0,50,49,47,53,54,44,46,46,28,0,0,0,0,0,
4,2,8,2,0,3,15,15,49,Daddy,Dirtbag,4,3,2,47,0,0,0,0,0,0,0,53,48,0,53,6187,137,1,137,0,0,46,0,65,0,48,0,1,53,72,52,4,4,48,2,2,51,6,40,0,49,51,52,0,0,34,49,53,0,54,0,0,0,1,0,0,5,47,0,74,1,0,0,2,2,1,52,68,46,0,47,53,0,0,0,1,50,0,0,46,47,50,46,1,1,87,86,6,0,54,3,5,47,45,21,21,54,8,20,78,16,90,53,0,49,10,16,0,44,49,48,52,49,44,54,50,77,0,1,0,0,0,
10,10,0,2,3,9,18,18,46,Daddy,Dirtbag,6,10,7,47,0,0,0,0,0,0,0,52,46,0,54,9553,140,2,140,0,0,48,0,61,0,61,0,0,50,75,47,1,1,50,2,2,54,11,40,0,53,52,46,0,0,14,51,45,0,47,2,14,14,1,0,0,3,8,0,67,2,0,0,2,2,1,44,78,46,0,52,54,0,0,0,1,44,0,0,47,47,49,54,3,3,72,78,3,0,48,5,7,50,52,24,15,46,20,20,75,15,122,44,0,54,15,14,0,51,46,53,46,51,51,51,54,75,0,1,0,0,0,
4,2,8,1,0,3,13,13,45,Daddy,Dirtbag,4,3,2,44,0,0,0,0,0,0,0,47,50,0,53,8844,141,2,141,0,0,49,2,65,0,71,0,1,51,64,48,1,1,50,2,2,46,11,40,0,47,48,48,0,0,23,47,54,0,44,0,11,11,1,0,0,1,15,0,74,1,0,0,2,2,1,49,74,52,0,46,46,0,0,0,1,48,0,0,48,47,48,48,11,11,62,62,3,0,44,3,7,49,44,21,21,53,8,20,76,16,75,44,0,54,10,16,0,50,44,46,44,45,51,45,44,64,0,0,0,0,0,
6,10,7,3,10,6,10,10,52,Daddy,Dirtbag,8,10,10,51,0,0,0,2,2,0,0,45,53,0,44,9484,142,2,142,0,0,53,0,164,0,55,0,1,46,21,53,0,0,54,1,1,46,2,40,0,50,44,52,0,0,21,45,52,0,51,0,11,11,0,0,10,5,2,0,4,2,0,0,1,1,1,51,78,52,0,45,48,0,0,0,0,51,0,10,53,49,49,46,6,6,32,39,6,0,51,3,16,53,44,0,6,53,29,0,72,0,27,46,8,51,10,10,0,47,50,49,45,49,50,54,47,40,0,1,0,0,0,
6,10,7,3,10,6,10,10,45,Daddy,Dirtbag,8,10,10,44,0,0,0,0,0,0,0,45,50,0,49,8726,143,2,143,0,0,44,2,40,0,60,0,1,50,21,50,0,0,47,1,1,51,0,40,0,51,46,54,0,0,17,50,52,0,44,0,16,16,0,0,10,5,15,0,37,2,0,0,1,1,1,52,74,47,0,50,51,0,0,0,0,48,0,10,44,49,49,45,5,5,18,37,5,0,49,2,16,45,54,0,6,51,29,0,72,0,25,47,8,53,10,10,0,51,51,48,45,52,48,53,47,40,0,1,0,0,0,
6,10,7,3,10,6,10,10,50,Daddy,Dirtbag,8,10,10,50,0,3,3,3,3,2,2,50,47,0,47,1820,144,2,144,0,0,44,0,170,0,58,0,1,47,37,46,0,0,53,1,1,47,2,40,1,50,52,52,0,0,0,46,54,0,44,0,0,0,0,0,10,1,26,0,20,2,0,0,1,1,1,47,72,50,0,49,51,0,0,0,0,45,0,10,53,46,48,44,0,0,17,42,3,0,54,1,16,46,46,0,6,47,29,0,69,0,14,47,8,49,10,10,0,45,50,53,53,50,45,47,45,41,0,1,0,0,0,
6,10,7,0,10,6,10,10,48,Daddy,Dirtbag,8,10,10,50,0,0,0,1,1,0,0,54,45,0,48,2174,145,2,145,0,0,46,0,167,0,34,0,1,50,37,48,0,0,50,1,1,51,0,40,0,45,47,54,0,0,46,44,44,0,53,0,9,9,0,0,0,6,13,0,1,2,0,0,1,1,1,46,70,54,0,45,54,0,0,1,0,52,0,0,53,52,49,49,0,0,42,40,3,0,50,1,16,53,45,0,6,49,29,0,69,0,1,50,8,44,10,10,0,45,51,46,47,54,54,48,45,37,0,1,0,0,0,
6,10,7,1,10,6,10,10,54,Daddy,Dirtbag,8,10,10,46,0,0,0,1,1,0,0,54,52,0,52,8747,146,2,146,0,0,48,2,193,0,41,0,1,50,37,51,0,0,51,1,1,46,0,40,1,51,46,46,0,0,46,49,46,0,52,0,9,9,0,0,11,6,22,0,29,2,0,0,1,1,1,51,70,46,0,52,48,0,0,0,0,48,0,11,49,44,49,45,1,1,30,45,5,0,47,2,16,47,54,0,6,48,29,0,72,0,23,54,8,45,10,10,0,46,53,50,47,49,52,52,44,40,0,0,0,0,0,
6,10,7,3,10,6,10,10,50,Daddy,Dirtbag,8,10,10,50,0,0,0,1,1,0,0,50,52,0,46,2310,147,2,147,0,0,46,2,191,0,27,0,0,44,38,53,0,0,53,1,1,46,2,40,0,44,52,54,0,0,32,50,52,0,51,2,11,11,0,0,6,3,14,0,21,1,0,0,1,1,1,47,85,45,0,44,45,0,0,0,0,47,0,6,51,47,49,47,3,3,39,39,5,0,47,3,16,52,54,0,6,51,29,0,69,0,11,45,8,45,10,10,0,48,53,54,44,47,48,54,44,37,0,0,0,0,0,
10,5,10,1,10,9,15,15,52,Daddy,Dirtbag,5,10,10,49,0,0,0,2,2,0,0,51,54,0,44,9525,148,2,148,0,0,47,2,183,0,29,0,1,50,38,46,1,1,54,2,2,54,0,40,0,47,45,53,0,0,44,54,47,0,48,0,5,5,0,0,0,6,4,0,99,2,0,0,1,1,1,50,68,52,0,54,50,0,0,1,0,47,0,0,47,49,49,46,3,3,39,39,2,0,45,1,12,54,53,21,21,45,15,20,73,17,150,49,0,47,15,16,0,49,52,53,47,45,52,47,49,38,0,0,0,0,0,
10,10,0,1,3,9,19,19,46,Daddy,Dirtbag,6,10,7,53,0,0,0,0,0,0,0,53,52,0,47,8881,149,2,149,0,0,50,2,225,0,55,0,0,44,36,53,1,1,50,2,2,52,47,40,0,54,53,47,0,0,27,47,45,0,51,0,10,10,0,0,0,4,21,0,36,0,0,0,1,1,1,48,70,46,0,46,44,0,0,0,0,51,0,0,44,48,49,47,5,5,38,37,3,0,45,5,12,44,51,24,15,50,20,20,72,15,101,53,0,50,15,14,0,52,47,45,46,50,50,50,50,39,0,0,0,0,0,
10,10,0,2,3,9,10,10,46,Daddy,Dirtbag,6,10,7,45,0,0,0,0,0,0,0,53,54,0,44,3637,150,2,150,0,0,54,0,179,0,67,0,1,47,44,44,1,1,44,1,1,50,0,40,0,49,53,50,0,0,42,45,44,0,49,0,7,7,0,0,0,6,1,0,97,1,0,0,1,1,1,54,70,53,0,46,49,0,0,0,0,47,0,0,47,47,49,50,0,0,50,45,2,0,48,1,12,51,44,24,15,54,20,20,74,15,125,54,0,49,15,14,0,45,44,53,45,47,53,52,44,44,0,0,0,0,0,
10,5,10,1,10,9,18,18,52,Daddy,Dirtbag,5,10,10,47,0,0,0,3,3,0,0,48,48,0,53,8892,151,2,151,0,0,53,2,232,0,50,0,0,54,36,45,1,1,52,2,2,53,10,40,0,44,51,49,0,0,22,49,48,0,44,2,15,15,0,0,0,1,2,0,79,0,0,0,1,1,1,49,88,49,0,48,50,0,0,0,0,47,0,0,50,44,49,46,11,11,36,36,6,0,52,5,12,54,54,21,21,49,15,20,72,17,120,52,0,49,15,16,0,52,44,46,52,52,52,51,46,39,0,0,0,0,0,
10,5,10,0,10,9,18,18,50,Daddy,Dirtbag,5,10,10,45,0,0,0,1,1,0,0,51,51,0,45,8744,152,2,152,0,0,49,0,181,0,76,0,1,52,59,47,1,1,46,2,2,48,2,40,0,44,46,46,0,0,23,51,51,0,54,0,9,9,0,0,0,1,36,0,98,1,0,0,2,2,1,53,76,44,0,47,46,0,0,0,0,45,0,0,52,50,49,49,2,2,70,68,6,0,52,5,12,44,52,21,21,54,15,20,73,17,125,53,0,54,15,16,0,45,46,47,47,44,49,47,50,69,0,0,0,0,0,
0,5,7,3,4,1,0,0,52,Daddy,Dirtbag,1,7,4,48,0,0,0,1,1,0,0,53,46,0,50,4942,153,2,153,0,0,54,0,225,0,46,0,1,53,38,54,0,0,54,2,2,54,0,40,0,51,47,45,0,0,1,48,46,0,49,0,10,10,0,0,10,1,6,0,40,0,0,0,2,2,1,51,70,54,0,46,45,0,0,0,0,52,0,10,46,45,50,53,10,10,36,15,5,0,53,2,2,47,53,15,23,44,7,5,71,12,87,46,0,53,15,13,0,53,52,48,51,46,44,45,51,12,0,0,0,0,0,
6,10,7,2,10,6,10,10,53,Daddy,Dirtbag,10,10,10,50,0,0,0,1,1,0,0,48,50,0,52,8841,154,2,154,0,0,49,0,160,0,49,0,0,47,37,53,0,0,47,1,1,50,10,40,0,47,44,45,0,0,46,53,46,0,49,0,10,10,0,0,12,6,15,0,26,1,0,0,1,1,1,48,80,45,0,46,54,0,0,0,0,51,0,12,47,45,49,48,2,2,37,10,6,0,48,1,17,46,51,0,6,46,29,0,70,0,25,46,5,54,10,10,0,47,53,52,44,53,54,45,45,20,0,0,0,0,0,
10,2,6,2,4,7,10,10,51,Daddy,Dirtbag,7,10,6,51,0,0,0,1,1,1,1,48,50,0,49,9518,155,2,155,0,0,49,0,235,0,31,0,1,53,36,54,0,0,51,1,1,45,0,40,0,54,44,48,0,0,17,48,51,0,50,0,9,9,0,0,12,5,44,0,23,0,0,0,1,1,1,50,72,44,0,51,44,0,0,0,0,54,0,12,47,53,50,51,0,0,38,38,3,0,49,1,17,54,49,5,20,48,0,5,70,0,44,45,10,53,10,5,0,51,52,48,53,52,53,50,54,36,0,0,0,0,0,
8,10,5,0,10,7,10,10,46,Daddy,Dirtbag,7,8,7,44,0,0,0,1,1,1,1,44,52,0,53,8875,156,2,156,0,0,44,0,170,0,41,0,0,44,37,54,0,0,49,1,1,45,0,40,0,49,50,54,0,0,1,53,54,0,51,0,0,0,0,0,9,1,13,0,8,0,0,0,1,1,1,54,68,48,0,50,50,0,0,0,0,47,0,9,52,52,50,47,10,10,38,37,5,0,45,3,17,52,53,0,6,52,30,0,75,0,33,54,0,49,0,1,0,47,48,54,49,49,47,47,52,39,0,1,0,0,0,
10,10,4,2,10,6,10,10,51,Daddy,Dirtbag,8,6,10,52,0,0,0,0,0,1,1,45,50,0,50,9576,157,2,157,0,0,54,2,204,0,60,0,0,47,37,52,0,0,52,2,2,52,2,40,0,49,48,50,0,0,17,46,48,0,46,2,9,9,0,0,10,5,43,0,7,0,0,0,1,1,1,48,80,48,0,47,47,0,0,0,0,54,0,10,44,44,49,49,0,0,41,38,5,0,46,15,1,47,52,5,10,50,29,26,72,10,53,52,0,47,10,10,0,53,52,45,46,54,49,44,50,37,0,0,0,0,0,
6,10,7,3,10,6,10,10,47,Daddy,Dirtbag,5,10,10,46,0,0,0,0,0,3,3,52,47,0,53,2394,158,2,158,0,0,54,2,234,0,64,0,0,46,42,48,0,0,47,1,1,51,0,40,0,53,52,46,0,0,33,53,44,0,50,0,15,15,0,0,10,5,41,0,2,0,0,0,1,1,1,53,62,49,0,53,46,0,0,0,0,44,0,10,53,46,49,53,2,2,37,39,6,0,52,11,1,52,48,0,6,50,29,0,76,0,63,45,5,49,10,10,0,54,45,47,49,49,49,49,50,37,0,0,0,0,0,
10,10,4,1,10,6,10,10,48,Daddy,Dirtbag,8,6,10,52,0,0,0,0,0,1,1,44,47,0,53,8725,159,2,159,0,0,53,2,94,0,53,0,0,46,56,53,0,0,54,2,2,44,7,40,0,45,54,45,0,0,44,46,52,0,53,0,0,0,0,0,10,6,31,0,34,1,0,0,1,1,1,53,87,49,0,48,54,0,0,0,0,47,0,10,45,50,49,51,0,0,39,39,0,0,46,1,1,44,48,5,10,47,29,26,69,10,44,53,0,54,10,10,0,52,46,48,46,50,48,50,44,36,0,0,0,0,0,
6,10,7,0,10,6,10,10,53,Daddy,Dirtbag,5,10,10,52,0,0,0,0,0,3,3,45,44,0,48,2077,160,2,160,0,0,47,0,130,0,30,0,1,51,40,54,0,0,51,2,2,48,34,40,0,46,44,50,0,0,17,54,52,0,53,0,5,5,0,0,12,5,38,0,24,1,0,0,1,1,1,47,78,48,0,45,49,0,0,0,0,54,0,12,45,54,49,53,0,0,40,40,3,0,48,1,1,54,44,0,6,52,29,0,69,0,25,44,5,51,10,10,0,46,44,49,51,45,47,52,48,44,0,1,0,0,0,
6,10,7,1,10,6,10,10,49,Daddy,Dirtbag,5,10,10,53,0,0,0,0,0,2,2,46,48,0,47,2173,161,2,161,0,0,46,0,214,0,27,0,0,51,40,49,0,0,50,2,2,52,7,40,1,46,50,54,0,0,1,54,47,0,51,0,5,5,0,0,0,1,26,0,10,1,0,0,1,1,1,52,76,52,0,44,50,0,0,1,0,45,0,0,44,45,49,47,3,3,14,39,2,0,46,2,1,51,48,0,6,54,29,0,68,0,15,52,5,54,10,10,0,52,52,44,49,47,53,49,50,37,0,0,0,0,0,
8,10,5,1,10,7,0,0,53,Daddy,Dirtbag,5,8,7,46,0,1,1,0,0,3,3,51,45,0,51,8748,162,2,162,0,0,51,2,47,0,11,0,0,53,41,45,0,0,46,1,1,47,18,40,0,47,45,48,0,0,29,54,53,0,47,0,0,0,0,0,0,4,15,1,48,1,0,0,1,1,1,52,78,46,0,51,53,0,0,1,0,44,0,0,45,47,49,49,3,3,36,10,4,0,52,1,19,50,50,0,6,44,30,0,74,0,12,51,0,52,0,1,0,50,51,54,46,52,46,54,46,26,0,1,0,0,0,
10,10,0,3,3,9,16,16,48,Daddy,Dirtbag,6,10,7,50,0,3,3,0,0,0,0,45,47,0,49,2376,163,2,163,0,0,47,0,188,0,33,0,1,53,39,50,0,0,47,2,2,53,2,40,0,44,47,49,0,0,33,50,47,0,50,2,0,0,0,0,0,5,14,0,91,0,0,0,2,2,1,52,78,48,0,50,51,0,0,1,0,46,0,0,50,50,49,44,12,12,37,37,2,0,52,1,10,53,48,24,15,49,20,20,74,15,66,52,0,46,15,14,0,51,50,53,49,49,46,53,53,37,0,0,0,0,0,
4,2,8,1,0,3,0,0,53,Daddy,Dirtbag,4,3,2,44,0,0,0,0,0,3,3,49,50,0,47,2176,164,2,164,0,0,45,0,186,0,55,0,1,46,37,46,0,0,44,2,2,53,7,40,0,50,50,49,0,0,33,49,45,0,46,3,13,13,0,0,0,5,36,0,96,2,0,0,1,1,1,44,74,54,0,46,52,0,0,1,0,44,0,0,49,54,48,47,3,3,36,39,3,0,44,3,10,44,47,21,21,45,8,20,75,16,55,50,0,50,10,16,0,52,52,51,51,46,53,49,47,36,0,0,0,0,0,
10,5,10,3,10,9,16,16,47,Daddy,Dirtbag,5,10,10,49,0,0,0,3,3,0,0,54,48,0,52,8719,165,2,165,0,0,54,2,228,0,67,0,0,44,38,47,1,1,46,2,2,44,2,40,0,46,45,45,0,0,35,52,45,0,45,0,0,0,0,0,12,3,3,0,95,2,0,0,1,1,1,44,72,46,0,52,53,0,0,0,0,49,0,12,50,48,48,45,10,10,36,37,6,0,52,3,10,46,51,21,21,51,15,20,71,17,93,47,0,52,15,16,0,46,50,46,51,53,47,45,46,39,0,0,0,0,0,
